split,image_stem,class_id,x_center,y_center,w,h,class_name,area_norm,aspect_ratio
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,2,0.4560546875,0.0966796875,0.1611328125,0.126953125,200,0.020456314086914062,1.2692307692307692
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,2,0.6611328125,0.181640625,0.1611328125,0.1279296875,200,0.020613670349121094,1.2595419847328244
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,2,0.857421875,0.2451171875,0.1630859375,0.1279296875,200,0.02086353302001953,1.2748091603053435
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,2,0.619140625,0.474609375,0.146484375,0.111328125,200,0.016307830810546875,1.3157894736842106
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,2,0.4013671875,0.3740234375,0.162109375,0.1201171875,200,0.019472122192382812,1.3495934959349594
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,2,0.2275390625,0.294921875,0.1474609375,0.1103515625,200,0.016272544860839844,1.336283185840708
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,3,0.392578125,0.517578125,0.1376953125,0.10546875,50,0.014522552490234375,1.3055555555555556
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,4,0.8212890625,0.6416015625,0.154296875,0.1171875,500,0.0180816650390625,1.3166666666666667
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,4,0.8193359375,0.8447265625,0.154296875,0.11328125,500,0.01747894287109375,1.3620689655172413
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,4,0.5859375,0.8623046875,0.16015625,0.1142578125,500,0.018299102783203125,1.4017094017094016
train,IMG_4380_HEIC.rf.a9930386bb9fdd7504d2cf814d6cddad,4,0.4033203125,0.787109375,0.154296875,0.115234375,500,0.017780303955078125,1.3389830508474576
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.2958984375,0.1044921875,0.1318359375,0.1025390625,200,0.013518333435058594,1.2857142857142858
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.478515625,0.125,0.1328125,0.099609375,200,0.0132293701171875,1.3333333333333333
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.6484375,0.1650390625,0.1298828125,0.1015625,200,0.01319122314453125,1.2788461538461537
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.37890625,0.2080078125,0.138671875,0.1083984375,200,0.015031814575195312,1.2792792792792793
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.1923828125,0.208984375,0.13671875,0.1025390625,200,0.014019012451171875,1.3333333333333333
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.5634765625,0.279296875,0.134765625,0.109375,200,0.014739990234375,1.2321428571428572
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.736328125,0.3271484375,0.1396484375,0.109375,200,0.0152740478515625,1.2767857142857142
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.1796875,0.3818359375,0.130859375,0.09765625,200,0.01277923583984375,1.34
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.3427734375,0.4501953125,0.1435546875,0.1064453125,200,0.015280723571777344,1.348623853211009
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,2,0.5419921875,0.5341796875,0.125,0.095703125,200,0.011962890625,1.3061224489795917
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,0,0.384765625,0.314453125,0.134765625,0.1015625,100,0.0136871337890625,1.3269230769230769
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,0,0.5478515625,0.3955078125,0.1328125,0.09765625,100,0.012969970703125,1.36
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,0,0.501953125,0.640625,0.1142578125,0.0849609375,100,0.009707450866699219,1.3448275862068966
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,0,0.5703125,0.75390625,0.12890625,0.0986328125,100,0.012714385986328125,1.306930693069307
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,0,0.2080078125,0.8427734375,0.1142578125,0.0869140625,100,0.009930610656738281,1.3146067415730338
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,1,0.20703125,0.681640625,0.15625,0.1162109375,1000,0.018157958984375,1.3445378151260505
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,1,0.7021484375,0.462890625,0.154296875,0.1181640625,1000,0.018232345581054688,1.3057851239669422
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,4,0.72265625,0.671875,0.1328125,0.103515625,500,0.0137481689453125,1.2830188679245282
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,4,0.73046875,0.8505859375,0.1318359375,0.1005859375,500,0.013260841369628906,1.3106796116504855
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,4,0.5263671875,0.8740234375,0.1337890625,0.1015625,500,0.01358795166015625,1.3173076923076923
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,4,0.361328125,0.8173828125,0.1337890625,0.09765625,500,0.013065338134765625,1.37
train,IMG_4382_HEIC.rf.078e4d86922abcd11c2c3155e9b7c3de,3,0.3427734375,0.578125,0.1259765625,0.0927734375,50,0.011687278747558594,1.3578947368421053
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.3740234375,0.103515625,0.1240234375,0.09765625,200,0.012111663818359375,1.27
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.5498046875,0.1259765625,0.130859375,0.0986328125,200,0.012907028198242188,1.3267326732673268
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.708984375,0.16796875,0.1318359375,0.0966796875,200,0.012745857238769531,1.3636363636363635
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.796875,0.33203125,0.1396484375,0.107421875,200,0.015001296997070312,1.3
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.62890625,0.2802734375,0.1396484375,0.1083984375,200,0.015137672424316406,1.2882882882882882
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.4482421875,0.2060546875,0.1396484375,0.107421875,200,0.015001296997070312,1.3
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.267578125,0.2041015625,0.134765625,0.09765625,200,0.01316070556640625,1.38
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.2470703125,0.373046875,0.1318359375,0.1015625,200,0.01338958740234375,1.2980769230769231
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.404296875,0.443359375,0.1376953125,0.1083984375,200,0.014925956726074219,1.2702702702702702
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,2,0.5947265625,0.53125,0.1279296875,0.0927734375,200,0.011868476867675781,1.3789473684210527
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,0,0.451171875,0.3115234375,0.134765625,0.1005859375,100,0.013555526733398438,1.3398058252427185
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,0,0.6064453125,0.3935546875,0.130859375,0.099609375,100,0.013034820556640625,1.3137254901960784
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,0,0.61328125,0.7509765625,0.1279296875,0.09765625,100,0.012493133544921875,1.31
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,0,0.55078125,0.63671875,0.1171875,0.0908203125,100,0.01064300537109375,1.2903225806451613
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,0,0.251953125,0.828125,0.11328125,0.083984375,100,0.00951385498046875,1.3488372093023255
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,0,0.1435546875,0.76171875,0.115234375,0.0849609375,100,0.009790420532226562,1.3563218390804597
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,3,0.396484375,0.568359375,0.125,0.095703125,50,0.011962890625,1.3061224489795917
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,1,0.7568359375,0.46484375,0.15234375,0.1142578125,1000,0.017406463623046875,1.3333333333333333
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,1,0.2626953125,0.66796875,0.15234375,0.115234375,1000,0.01755523681640625,1.3220338983050848
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,4,0.7724609375,0.673828125,0.1416015625,0.1015625,500,0.01438140869140625,1.3942307692307692
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,4,0.76953125,0.8515625,0.130859375,0.1015625,500,0.0132904052734375,1.2884615384615385
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,4,0.5634765625,0.8701171875,0.134765625,0.1005859375,500,0.013555526733398438,1.3398058252427185
train,IMG_4383_HEIC.rf.184a1478935b0eaebfcfd748273b5fae,4,0.40625,0.806640625,0.134765625,0.103515625,500,0.013950347900390625,1.3018867924528301
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.38671875,0.0791015625,0.1357421875,0.1044921875,200,0.014183998107910156,1.2990654205607477
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.5703125,0.1025390625,0.138671875,0.1044921875,200,0.014490127563476562,1.3271028037383177
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.740234375,0.14453125,0.1376953125,0.1015625,200,0.01398468017578125,1.3557692307692308
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.46484375,0.1865234375,0.146484375,0.1123046875,200,0.016450881958007812,1.3043478260869565
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.6513671875,0.26171875,0.1455078125,0.1123046875,200,0.016341209411621094,1.2956521739130435
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.828125,0.314453125,0.1484375,0.1123046875,200,0.01667022705078125,1.3217391304347825
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.2998046875,0.203125,0.1337890625,0.103515625,200,0.013849258422851562,1.2924528301886793
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,4,0.1337890625,0.2646484375,0.140625,0.107421875,500,0.015106201171875,1.309090909090909
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.259765625,0.3623046875,0.12890625,0.099609375,200,0.01284027099609375,1.2941176470588236
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.419921875,0.43359375,0.142578125,0.109375,200,0.015594482421875,1.3035714285714286
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,0,0.46875,0.2978515625,0.1376953125,0.1005859375,100,0.013850212097167969,1.3689320388349515
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,0,0.6298828125,0.3818359375,0.138671875,0.1015625,100,0.0140838623046875,1.3653846153846154
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,1,0.78515625,0.4560546875,0.158203125,0.119140625,1000,0.018848419189453125,1.3278688524590163
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,2,0.6181640625,0.5244140625,0.1328125,0.0947265625,200,0.01258087158203125,1.402061855670103
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,3,0.4150390625,0.5625,0.125,0.091796875,50,0.011474609375,1.3617021276595744
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,0,0.5751953125,0.6318359375,0.1181640625,0.0859375,100,0.01015472412109375,1.375
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,4,0.798828125,0.6689453125,0.1396484375,0.1044921875,500,0.014592170715332031,1.3364485981308412
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,0,0.63671875,0.748046875,0.1396484375,0.1015625,100,0.01418304443359375,1.375
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,4,0.798828125,0.8515625,0.1328125,0.1025390625,500,0.01361846923828125,1.2952380952380953
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,4,0.5927734375,0.8681640625,0.1328125,0.099609375,500,0.0132293701171875,1.3333333333333333
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,4,0.427734375,0.8056640625,0.140625,0.10546875,500,0.01483154296875,1.3333333333333333
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,1,0.27734375,0.6630859375,0.1513671875,0.1142578125,1000,0.017294883728027344,1.3247863247863247
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,0,0.158203125,0.759765625,0.115234375,0.0888671875,100,0.010240554809570312,1.2967032967032968
train,IMG_4384_HEIC.rf.ec4de3b5a4214f7692cae23ccf25e320,0,0.26953125,0.8251953125,0.115234375,0.0869140625,100,0.010015487670898438,1.3258426966292134
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,4,0.8837890625,0.2158203125,0.1318359375,0.1044921875,500,0.013775825500488281,1.2616822429906542
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,4,0.7802734375,0.6533203125,0.138671875,0.099609375,500,0.013813018798828125,1.392156862745098
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,4,0.7802734375,0.8271484375,0.130859375,0.095703125,500,0.012523651123046875,1.3673469387755102
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,4,0.580078125,0.841796875,0.12890625,0.0986328125,500,0.012714385986328125,1.306930693069307
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,4,0.42578125,0.78125,0.1279296875,0.099609375,500,0.012742996215820312,1.2843137254901962
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,4,0.16015625,0.2685546875,0.1357421875,0.1005859375,500,0.013653755187988281,1.3495145631067962
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,1,0.125,0.578125,0.1416015625,0.109375,1000,0.0154876708984375,1.2946428571428572
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,1,0.2890625,0.6455078125,0.14453125,0.107421875,1000,0.01552581787109375,1.3454545454545455
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.275390625,0.3603515625,0.1279296875,0.09375,200,0.011993408203125,1.3645833333333333
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.4267578125,0.4287109375,0.1357421875,0.103515625,200,0.014051437377929688,1.3113207547169812
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.6484375,0.26953125,0.1357421875,0.1103515625,200,0.014979362487792969,1.2300884955752212
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.8095703125,0.3203125,0.138671875,0.1025390625,200,0.014219284057617188,1.3523809523809525
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.73046875,0.16015625,0.125,0.0966796875,200,0.0120849609375,1.292929292929293
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.5703125,0.119140625,0.1220703125,0.0966796875,200,0.011801719665527344,1.2626262626262625
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.4736328125,0.1962890625,0.1396484375,0.10546875,200,0.014728546142578125,1.3240740740740742
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.31640625,0.2119140625,0.1240234375,0.0966796875,200,0.011990547180175781,1.2828282828282829
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.4013671875,0.0966796875,0.12890625,0.0986328125,200,0.012714385986328125,1.306930693069307
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,2,0.611328125,0.515625,0.1220703125,0.0908203125,200,0.011086463928222656,1.3440860215053763
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,0,0.4755859375,0.3017578125,0.1240234375,0.09765625,100,0.012111663818359375,1.27
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,0,0.6279296875,0.380859375,0.1318359375,0.0966796875,100,0.012745857238769531,1.3636363636363635
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,0,0.626953125,0.7275390625,0.126953125,0.091796875,100,0.011653900146484375,1.3829787234042554
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,0,0.2783203125,0.798828125,0.1064453125,0.08203125,100,0.008731842041015625,1.2976190476190477
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,0,0.1728515625,0.736328125,0.107421875,0.0859375,100,0.0092315673828125,1.25
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,0,0.568359375,0.6171875,0.111328125,0.0810546875,100,0.009023666381835938,1.3734939759036144
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,3,0.419921875,0.55078125,0.115234375,0.08984375,50,0.01035308837890625,1.2826086956521738
train,IMG_4386_HEIC.rf.c4afb278f343302cc3a203918a1d5105,1,0.7724609375,0.451171875,0.1484375,0.111328125,1000,0.0165252685546875,1.3333333333333333
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.39453125,0.1044921875,0.1279296875,0.09765625,200,0.012493133544921875,1.31
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.5654296875,0.1259765625,0.125,0.095703125,200,0.011962890625,1.3061224489795917
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.7275390625,0.1650390625,0.1220703125,0.09765625,200,0.011920928955078125,1.25
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,4,0.8798828125,0.2177734375,0.1328125,0.1015625,500,0.01348876953125,1.3076923076923077
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.4716796875,0.205078125,0.1357421875,0.1025390625,200,0.013918876647949219,1.3238095238095238
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.6455078125,0.2744140625,0.13671875,0.10546875,200,0.0144195556640625,1.2962962962962963
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.8095703125,0.3232421875,0.1337890625,0.1005859375,200,0.013457298278808594,1.3300970873786409
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.3134765625,0.2197265625,0.126953125,0.0966796875,200,0.012273788452148438,1.3131313131313131
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,4,0.1572265625,0.279296875,0.1328125,0.1015625,500,0.01348876953125,1.3076923076923077
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.1123046875,0.38671875,0.1416015625,0.1044921875,200,0.014796257019042969,1.355140186915888
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.318359375,0.39453125,0.1240234375,0.0947265625,200,0.011748313903808594,1.309278350515464
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,0,0.4638671875,0.3310546875,0.1298828125,0.0966796875,100,0.012557029724121094,1.3434343434343434
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,0,0.62890625,0.3876953125,0.130859375,0.09765625,100,0.01277923583984375,1.34
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,1,0.7724609375,0.4541015625,0.15234375,0.1123046875,1000,0.017108917236328125,1.3565217391304347
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,3,0.4501953125,0.458984375,0.123046875,0.0908203125,50,0.011175155639648438,1.3548387096774193
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.6181640625,0.51953125,0.1240234375,0.0947265625,200,0.011748313903808594,1.309278350515464
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,2,0.2666015625,0.5078125,0.1259765625,0.095703125,200,0.012056350708007812,1.316326530612245
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,1,0.125,0.591796875,0.1484375,0.111328125,1000,0.0165252685546875,1.3333333333333333
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,1,0.458984375,0.58984375,0.1435546875,0.1083984375,1000,0.015561103820800781,1.3243243243243243
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,0,0.5966796875,0.6279296875,0.1083984375,0.08203125,100,0.008892059326171875,1.3214285714285714
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,4,0.7900390625,0.65625,0.12890625,0.099609375,500,0.01284027099609375,1.2941176470588236
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,0,0.181640625,0.7490234375,0.1162109375,0.083984375,100,0.009759902954101562,1.3837209302325582
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,0,0.287109375,0.8115234375,0.111328125,0.083984375,100,0.009349822998046875,1.3255813953488371
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,4,0.439453125,0.7890625,0.1337890625,0.09765625,500,0.013065338134765625,1.37
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,0,0.6396484375,0.732421875,0.12890625,0.095703125,100,0.01233673095703125,1.346938775510204
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,4,0.5947265625,0.8505859375,0.1318359375,0.0986328125,500,0.013003349304199219,1.3366336633663367
train,IMG_4387_HEIC.rf.ae7dd0bf9d2d12ae1eecb72d27d1d251,4,0.794921875,0.830078125,0.1318359375,0.099609375,500,0.013132095336914062,1.3235294117647058
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,4,0.1982421875,0.1640625,0.138671875,0.1083984375,500,0.015031814575195312,1.2792792792792793
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.3935546875,0.1123046875,0.1279296875,0.1005859375,200,0.012867927551269531,1.2718446601941749
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.5693359375,0.1328125,0.12890625,0.1015625,200,0.013092041015625,1.2692307692307692
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.732421875,0.1728515625,0.1298828125,0.1005859375,200,0.013064384460449219,1.2912621359223302
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,4,0.892578125,0.2255859375,0.138671875,0.10546875,500,0.01462554931640625,1.3148148148148149
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.4716796875,0.212890625,0.140625,0.1083984375,200,0.0152435302734375,1.2972972972972974
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.3076171875,0.2314453125,0.12890625,0.0966796875,200,0.012462615966796875,1.3333333333333333
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.65234375,0.28515625,0.1435546875,0.1064453125,200,0.015280723571777344,1.348623853211009
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.818359375,0.3349609375,0.142578125,0.1064453125,200,0.015176773071289062,1.3394495412844036
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,0,0.462890625,0.3447265625,0.1318359375,0.0986328125,100,0.013003349304199219,1.3366336633663367
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,0,0.630859375,0.40234375,0.1318359375,0.099609375,100,0.013132095336914062,1.3235294117647058
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,1,0.7822265625,0.4697265625,0.1494140625,0.111328125,1000,0.016633987426757812,1.3421052631578947
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,4,0.1494140625,0.2919921875,0.1396484375,0.1005859375,500,0.014046669006347656,1.3883495145631068
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.3154296875,0.4091796875,0.130859375,0.0947265625,200,0.012395858764648438,1.3814432989690721
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.103515625,0.40234375,0.1376953125,0.10546875,200,0.014522552490234375,1.3055555555555556
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,3,0.44921875,0.4755859375,0.1220703125,0.0888671875,50,0.010848045349121094,1.3736263736263736
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.62109375,0.537109375,0.126953125,0.0927734375,200,0.011777877807617188,1.368421052631579
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,2,0.263671875,0.525390625,0.126953125,0.09375,200,0.01190185546875,1.3541666666666667
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,1,0.123046875,0.6103515625,0.1474609375,0.109375,1000,0.0161285400390625,1.3482142857142858
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,1,0.4609375,0.6083984375,0.1513671875,0.1103515625,1000,0.01670360565185547,1.3716814159292035
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,0,0.599609375,0.6474609375,0.111328125,0.083984375,100,0.009349822998046875,1.3255813953488371
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,4,0.798828125,0.67578125,0.13671875,0.099609375,500,0.01361846923828125,1.3725490196078431
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,0,0.1826171875,0.76953125,0.119140625,0.083984375,100,0.010005950927734375,1.4186046511627908
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,0,0.2919921875,0.83203125,0.107421875,0.08203125,100,0.00881195068359375,1.3095238095238095
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,4,0.443359375,0.8095703125,0.1328125,0.1005859375,500,0.01335906982421875,1.3203883495145632
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,0,0.6435546875,0.751953125,0.1259765625,0.0947265625,100,0.011933326721191406,1.3298969072164948
train,IMG_4388_HEIC.rf.70e1d99c986c1c1bd6e293f4ca831e05,4,0.5986328125,0.869140625,0.1318359375,0.095703125,500,0.012617111206054688,1.3775510204081634
